vestibular,questão,alternativa_a,alternativa_b,alternativa_c,alternativa_d,alternativa_e,alternativa_correta,area_conhecimento,alternativa escolhida pela ia,resposta original,modelo,processing time,temperature used during test,parser_antigo
ENEM 25,"A maioria dos seres vivos tem um relógio biológico
(ciclo circadiano), que regula as mudanças metabólicas e
comportamentais de acordo com o ciclo de 24 horas de
rotação da Terra. Em 2015, um artigo publicado na revista
Science Advantage mostrou ser possível a transferência dos
genes do relógio circadiano da cianobactéria Synechococcus
elongatus para o genoma da bactéria Escherichia coli, um
organismo não circadiano.
CHEN, A. H. et al. Transplantability of a Circardian Lock
to Noncircardian Organism. Science Advantage,
n. 1, 2015 (adaptado).
Estarão presentes no organismo geneticamente modificado os
genes do","metabolismo de E. coli, apenas.","ciclo circadiano de E. coli, apenas.",metabolismo de S. elongatus e do ciclo circadiano de E. coli.,ciclo circadiano de S. elongatus e do metabolismo de E. coli,ciclo circadiano de S. elongatus e do ciclo circadiano de E. coli,D,ciclo circadiano de S. elongatus e do metabolismo de E. coli.,D,D,gemini/gemini-3-pro-preview,7.7989,1,D
ENEM 25,"Os sapinhos-ponta-de-flecha constituem um grupo de
espécies encontradas na América Central e do Sul. Seus venenos
são obtidos por meio do consumo de algumas formigas e cupins
que se alimentam de plantas que contêm esses venenos. Esses
anfíbios são usados para envenenar as flechas das zarabatanas
dos caçadores nativos. Quando capturados e criados em
condições artificiais, ou quando nascidos em cativeiro, não
são tóxicos.
BADIO, B. et al. Epibatidine: Discovery and Definition as a Potent
Analgesic and Nicotinic Agonist. Med. Chem. Res.,
n. 4, 1994 (adaptado).
A perda da capacidade de se obter a toxina nos nascidos em
cativeiro é causada pela",diferença de umidade entre os ambientes.,ausência de alimentação natural.,adaptação ao novo ambiente.,mudança de comportamento.,variabilidade genética.,B,ausência de alimentação natural.,B,B,gemini/gemini-3-pro-preview,8.1653,1,B
ENEM 25,"O monstro de gila, um lagarto encontrado em um deserto dos
Estados Unidos, apresenta adaptações à falta de alimento nesse
ambiente. Esse lagarto possui um hormônio que controla os níveis
de açúcar em seu próprio sangue. Foi observado que esse hormônio
também controla os níveis de açúcar no sangue de pessoas diabéticas.
RUSSELL, C. Ozempic e outros remédios inspirados em veneno de animais.
Disponível em: www.bbc.com. Acesso em: 6 dez. 2024 (adaptado).
Considerando que animais de um mesmo grupo taxonômico
podem apresentar características adaptativas semelhantes em
ambientes similares, onde seria mais provável encontrar lagartos
com essas características no território brasileiro?",Cerrado.,Pampas.,Caatinga.,Restinga.,Pantanal.,C,Caatinga.,C,C,gemini/gemini-3-pro-preview,9.9363,1,C
ENEM 25,"O sashimi (filé de peixe cru) de baiacu é uma iguaria muito
apreciada no Japão. Entretanto, sua ingestão pode causar a
morte por parada respiratória, pois esse peixe contém uma
potente neurotoxina termoestável, a tetrodotoxina, que é
produzida e armazenada nas gônadas e vísceras.
Que ação poderia evitar essa intoxicação?",Criar os peixes em cativeiro.,Realizar a pesca com redes.,Consumir peixes cozidos ou fritos.,Preparar o peixe em condições adequadas de higiene.,Manusear o peixe sem provocar o rompimento dos órgãos internos.,E,"Manusear o peixe sem provocar o rompimento dos órgãos
internos.",E,E,gemini/gemini-3-pro-preview,9.9383,1,E
ENEM 25,"Existe um processo de purificação de água em que são
removidos os sais dissolvidos. A água que passa por esse processo
é muito utilizada em laboratórios de química, em indústrias
(como solvente), em baterias de carros etc. Entretanto, esse
tipo de água não é adequado para ingestão, pois pode causar
problemas de saúde, como carência iônica e diarreia.
Essa água é chamada de",dura.,pesada.,sanitária.,destilada.,oxigenada,D,destilada,D,D,gemini/gemini-3-pro-preview,10.1579,1,D
ENEM 25,"Golden Rice, ou arroz dourado, é uma variedade de arroz
enriquecida em betacaroteno, precursor da vitamina A.
Foi desenvolvida para ajudar a combater a doença decorrente
da deficiência dessa vitamina. Para a obtenção dessa variedade
de arroz, foram utilizados métodos de engenharia genética.
BORÉM, A.; SANTOS, F. R. entendendo a biotecnologia.
Viçosa: UFV, 2008 (adaptado).
Esse alimento contribui para diminuir a carência associada a
qual doença?",Hemofilia.,Escorbuto,Raquitismo,Cegueira noturna.,Anemia perniciosa.,D,Cegueira noturna.,D,D,gemini/gemini-3-pro-preview,10.04,1,D
ENEM 25,"As cangas são ambientes resultantes da atuação, ao longo
de milhões de anos, de chuvas, enxurradas, calor e ventos em
rochas ricas em ferro. São compostas por até 90% de óxidos
de ferro e contêm solos muito ácidos, rasos, com reduzidos
índices de fertilidade e temperaturas que atingem quase 70 °°C
na superfície. Ao contrário do que se imagina, esse tipo de
ambiente abriga comunidades de plantas e animais com elevado
número de espécies e distribuição restrita.
CARMO, F. F. et al. Ilhas de ferro estratégicas para a conservação.
Disponível em: http://cienciahoje.org.br.
Acesso em: 2 dez. 2018 (adaptado).
A seleção adaptativa nesses ambientes favorece a ocorrência
de espécies",exóticas.,migratórias.,endêmicas.,dominantes,generalistas,C,endêmicas,C,C,gemini/gemini-3-pro-preview,9.914,1,C
ENEM 25,"A dimetilamina é uma substância de elevada toxidez que
entra em ebulição a 7 °°C. Na madrugada de um dia frio, essa
substância se espalhou por uma rodovia após um acidente de
trânsito envolvendo um caminhão que transportava esse produto.
Para minimizar a agressão ao meio ambiente, bem como evitar
a evaporação da dimetilamina com a elevação da temperatura
ao longo do dia, um químico considerou o uso de algumas
substâncias ou misturas como água, vinagre, óleo de soja, sal
de cozinha e bicarbonato de sódio.
Dentre as opções apresentadas, o tratamento correto para
minimizar esse problema é usar",água,vinagre,óleo de soja.,sal de cozinha.,bicarbonato de sódio.,B,vinagre.,B,B,gemini/gemini-3-pro-preview,9.8454,1,B
ENEM 25,"Apaixonada por culinária e química, uma chefe de cozinha
calculou que, para promover o crescimento adequado da
massa durante o cozimento de um bolo a 180 °°C (453 K) e
1,00 atm, ela precisaria utilizar uma quantidade de fermento
químico suficiente para produzir um volume de gás igual a
4,00 L. Com esse objetivo, ela escolheu utilizar o bicarbonato de
amônio, um composto que, sob aquecimento, degrada-se em
três gases distintos, que são os responsáveis pelo crescimento
da massa. A decomposição do bicarbonato de amônio ocorre
conforme a equação química apresentada e, nas condições do
cozimento, seu rendimento é de 80%.
NH4HCO 3 (s) → NH3 (g) + CO 2 (g) + H2O (g)
Considere que a mistura dos gases se comporta como gás
ideal nas condições de cozimento utilizadas pela chefe.
Dados: Massa molar do NH 4 HCO 3 = 79 g ⋅ mol−1 e
R = 0,082 atm ⋅ L ⋅ mol−1 ⋅ K−1 .
A massa, em grama, de bicarbonato de amônio que ela deve
utilizar é mais próxima de","2,3 g"," 3,5 g","5,9 g","6,8 g.","8,9 g.",B,"3,5 g.",B,"Para resolver essa questão, vamos seguir os seguintes passos:

1.  **Calcular o número total de mols de gás necessário:**
    Usaremos a equação dos gases ideais: $PV = nRT$.
    *   $P = 1,00$ atm
    *   $V = 4,00$ L
    *   $R = 0,082$ atm·L·mol⁻¹·K⁻¹
    *   $T = 453$ K

    $$n_{gás} = \frac{PV}{RT}$$
    $$n_{gás} = \frac{1,00 \cdot 4,00}{0,082 \cdot 453}$$
    $$n_{gás} \approx \frac{4,00}{37,146}$$
    $$n_{gás} \approx 0,1077 \text{ mol de gás total}$$

2.  **Relacionar os mols de gás com os mols de bicarbonato:**
    A equação balanceada é:
    $$NH_4HCO_3(s) \rightarrow 1 NH_3(g) + 1 CO_2(g) + 1 H_2O(g)$$
    
    A decomposição de **1 mol** de $NH_4HCO_3$ produz **3 mols** de gases ($1 + 1 + 1$).
    
    Portanto, a quantidade de mols de bicarbonato necessária teórica ($n_{teórico}$) é:
    $$n_{bicarbonato} = \frac{n_{gás}}{3}$$
    $$n_{bicarbonato} = \frac{0,1077}{3}$$
    $$n_{bicarbonato} \approx 0,0359 \text{ mol}$$

3.  **Ajustar pelo rendimento da reação:**
    O rendimento é de 80% (0,80). Isso significa que precisamos usar *mais* reagente do que o valor estequiométrico ideal para obter a quantidade desejada.
    
    $$n_{real} \cdot 0,80 = n_{teórico}$$
    $$n_{real} = \frac{0,0359}{0,80}$$
    $$n_{real} \approx 0,044875 \text{ mol}$$

4.  **Calcular a massa necessária:**
    A massa molar ($MM$) do $NH_4HCO_3$ é 79 g/mol.
    
    $$m = n_{real} \cdot MM$$
    $$m = 0,044875 \cdot 79$$
    $$m \approx 3,545 \text{ g}$$

O valor calculado está mais próximo de 3,5 g.

B",gemini/gemini-3-pro-preview,15.6999,1,P
ENEM 25,"O Brasil é o maior produtor mundial de nióbio (massa
molar = 93 g mol−1 ), metal utilizado na fabricação de
vários tipos de aço: automotivos, estruturais e inoxidáveis.
O processo utilizado na produção do nióbio é a redução
aluminotérmica de Nb 2 O 5 com excesso de 10% de Al (massa
molar = 27 g mol−1 ), em relação à quantidade estequiométrica
da reação, representada pela equação química:
3 Nb2O 5 (s) + 10 Al (s) → 6 Nb (s) + 5 Al2O 3 (s)
Uma engenheira metalúrgica estimou a massa de alumínio
necessária para produzir 9,3 kg de nióbio, nas condições descritas,
para a produção de um lote de peças de aço encomendado por
uma indústria, considerando um rendimento de 100%.
Disponível em: www.cbmm.com.br. Acesso em: 17 out. 2015 (adaptado).
A massa de alumínio, em quilograma, estimada pela engenheira
é mais próxima de","2,7 kg.","3,0 kg","4,1 kg.","4,5 kg","5,0 kg.",E,"5,0 kg.",E,"Para resolver essa questão, vamos seguir os passos estequiométricos:

1.  **Analisar a equação balanceada:**
    $$3 Nb_2O_5 + 10 Al \rightarrow 6 Nb + 5 Al_2O_3$$
    A relação estequiométrica entre o Alumínio (Al) e o Nióbio (Nb) é de **10 mols de Al para 6 mols de Nb**.

2.  **Calcular as massas molares:**
    *   Massa molar do Nb = $93\ g/mol$
    *   Massa molar do Al = $27\ g/mol$

3.  **Estabelecer a relação de massa estequiométrica:**
    *   Massa de 10 mols de Al = $10 \times 27 = 270\ g$
    *   Massa de 6 mols de Nb = $6 \times 93 = 558\ g$
    Portanto, $270\ g$ de Al produzem $558\ g$ de Nb.

4.  **Calcular a massa de Al necessária para produzir 9,3 kg de Nb (quantidade teórica):**
    Vamos usar uma regra de três simples. Note que podemos trabalhar diretamente em kg para facilitar.
    *   $270\ g$ de Al $\rightarrow$ $558\ g$ de Nb
    *   $x$ kg de Al $\rightarrow$ $9,3$ kg de Nb

    $$x = \frac{270 \times 9,3}{558}$$

    Simplificando a conta:
    Note que $558 / 93 = 6$.
    Então, $9,3$ kg é um múltiplo conveniente.
    $$x = \frac{270 \times 9,3}{6 \times 93}$$
    $$x = \frac{270 \times 9,3}{558} = \frac{2511}{558} = 4,5\ kg$$

    Ou, de forma mais direta:
    $n(Nb) = \frac{9300\ g}{93\ g/mol} = 100\ mols$
    Se a proporção é 10 Al : 6 Nb, então:
    $n(Al) = \frac{10}{6} \times 100 = \frac{1000}{6}\ mols$
    $m(Al) = n(Al) \times M(Al) = \frac{1000}{6} \times 27 = 1000 \times 4,5 = 4500\ g = 4,5\ kg$

    A massa estequiométrica necessária é **4,5 kg**.

5.  **Considerar o excesso de reagente:**
    O enunciado diz que o processo utiliza um **excesso de 10% de Al**.
    Então, precisamos adicionar 10% à massa estequiométrica calculada.

    Massa final = Massa estequiométrica + 10%
    Massa final = $4,5\ kg + (0,10 \times 4,5\ kg)$
    Massa final = $4,5 + 0,45$
    Massa final = $4,95\ kg$

6.  **Encontrar a alternativa mais próxima:**
    O valor calculado é 4,95 kg. A alternativa mais próxima é 5,0 kg.

E",gemini/gemini-3-pro-preview,17.7653,1,P
ENEM 25,"Uma pessoa pretende instalar um kit de gás natural veicular (GNV) em seu carro. Na loja que escolheu para realizar a compra
e instalação desse kit, havia cinco modelos de cilindro para armazenamento do gás, cujas capacidades, em metro cúbico, eram,
respectivamente: 10, 14, 17, 21 e 25. O preço do cilindro é proporcional à sua capacidade. Esse carro rodará 30 km diariamente,
7 dias por semana, e o consumo do GNV é de 1 m3 a cada 13 km rodados. A pessoa escolherá o modelo de cilindro de menor
preço e que garanta apenas um abastecimento semanal.
Nessas condições, qual será a capacidade, em metro cúbico, do cilindro escolhido por essa pessoa?",10,14,17,21,25,C,17,C,"Para resolver a questão, precisamos calcular o consumo total de GNV em uma semana e escolher o cilindro com a menor capacidade que atenda a essa demanda.

1.  **Calcular a distância total percorrida na semana:**
    30 km/dia × 7 dias = 210 km

2.  **Calcular o consumo total de GNV na semana:**
    O carro consome 1 m³ a cada 13 km.
    Consumo total = Distância total ÷ Rendimento
    Consumo total = 210 ÷ 13 ≈ 16,15 m³

3.  **Escolher o cilindro adequado:**
    A pessoa precisa de um cilindro que comporte pelo menos 16,15 m³ para abastecer apenas uma vez por semana.
    As opções são: 10, 14, 17, 21 e 25.
    
    *   10 m³ (Insuficiente)
    *   14 m³ (Insuficiente)
    *   17 m³ (Suficiente, pois 17 > 16,15)
    *   21 m³ (Suficiente, mas mais caro)
    *   25 m³ (Suficiente, mas mais caro)

    Como a pessoa escolherá o modelo de **menor preço** (que é proporcional à capacidade) que garanta o abastecimento, ela escolherá o cilindro de 17 m³.

C",gemini/gemini-3-pro-preview,11.0945,1,P
